V1	V2	semantics
don	00050369	body
donate	02267835	possession
dong	02185620	perception
doodle	01697219	creation
doom	00748465	communication
dope	01203444	consumption
dope-off	00017275	body
dope-up	00084799	body
dose	00517664	change
doss	00017667	body
doss-down	00017667	body
dot	02695724	stative
dote	02703452	stative
double	00247103	change
double-check	00665467	cognition
double-date	02491678	social
double-glaze	02340523	possession
double-park	01938835	motion
double-space	01007593	communication
double-team	01150926	competition
double-back	02008542	motion
double-birdie	01601558	contact
double-bogey	01601706	contact
double-crochet	01677032	creation
double-cross	02543478	social
double-dye	00289076	change
double-over	02067237	motion
double-stitch	01677032	creation
double-tongue	01738012	creation
double-up	02067237	motion
doubt	00689196	cognition
douche	00037912	body
douse	02766453	weather
dovetail	02666368	stative
dower	02206050	possession
down	01204994	consumption
downgrade	00662401	cognition
download	02238486	possession
downplay	00842804	communication
downsize	02408915	social
dowse	02655322	stative
doze	00015296	body
doze-off	00017275	body
draft	01705493	creation
drag	01456044	contact
drag-a-bunt	01410951	contact
drag-down	01600017	contact
drag-in	02683607	stative
drag-on	02711288	stative
drag-one's-feet	02648322	stative
drag-one's-heels	02648322	stative
drag-out	02711288	stative
drag-through-the-mud	00849849	communication
drag-up	01027794	communication
draggle	00217118	change
dragoon	02511830	social
drain	02075385	motion
drain-the-cup	01178234	consumption
dramatise	01705170	creation
dramatize	01705170	creation
drape	01545307	contact
draught	01687477	creation
draw	01450719	contact
draw-a-bead-on	01154093	competition
draw-a-blank	00610654	cognition
draw-a-line	00235237	change
draw-and-quarter	02489153	social
draw-away	02003720	motion
draw-back	01998474	motion
draw-close	01427599	contact
draw-in	01509215	contact
draw-near	02057865	motion
draw-off	01595695	contact
draw-out	00746762	communication
draw-rein	02447602	social
draw-the-line	00235237	change
draw-together	01609993	contact
draw-up	02453599	social
drawl	00982208	communication
dread	01784021	emotion
dream	01641175	creation
dream-up	01637684	creation
dredge	01264337	contact
dredge-up	01027794	communication
drench	02777522	weather
dress	00046251	body
dress-down	00826456	communication
dress-out	00543889	change
dress-ship	01683234	creation
dress-up	00043880	body
dribble	02074802	motion
drift	01906776	motion
drift-apart	01827992	emotion
drift-away	01827992	emotion
drift-off	00017275	body
drill	01445640	contact
drill-in	00607866	cognition
drink	01172332	consumption
drink-down	01204994	consumption
drink-in	00739010	cognition
drink-up	01178234	consumption
drip	02075070	motion
drip-dry	00219742	change
drive	01934845	motion
drive-around	02061973	motion
drive-away	02006752	motion
drive-back	01133623	competition
drive-home	02363326	possession
drive-in	01116045	competition
drive-off	02006752	motion
drive-out	02006752	motion
drive-up	01854102	motion
drivel	00102728	body
drizzle	02763433	weather
drone	02192888	perception
drone-on	00946820	communication
drool	01831367	emotion
drool-over	01831687	emotion
droop	01989538	motion
drop	01981715	motion
drop-kick	01374691	contact
drop-a-line	01009072	communication
drop-anchor	01307376	contact
drop-away	00204753	change
drop-back	01837450	motion
drop-behind	02062680	motion
drop-by	02494290	social
drop-by-the-wayside	01085437	competition
drop-dead	00359085	change
drop-down	01989937	motion
drop-in	02494290	social
drop-like-flies	00030846	body
drop-off	00152707	change
drop-one's-serve	01159172	competition
drop-open	01986267	motion
drop-out	01085437	competition
drop-the-ball	02572142	social
dropforge	01679562	creation
dropkick	01374691	contact
drown	01341976	contact
drown-out	02176978	perception
drowse	00015296	body
drowse-off	00017275	body
drub	01415566	contact
drudge	02424873	social
drug	00084491	body
drum	02179274	perception
drum-out	02406951	social
drum-up	01388297	contact
dry	00218901	change
dry-dock	01308599	contact
dry-nurse	01189377	consumption
dry-rot	00211427	change
dry-wall	01658764	creation
dry-clean	01537905	contact
dry-out	00219829	change
dry-up	00211534	change
drydock	01308599	contact
dub	01030649	communication
duck	01869189	motion
duel	01124374	competition
dulcify	02199916	perception
dulcorate	02199916	perception
dull	01248885	contact
dumbfound	00624056	cognition
dummy	01626693	creation
dummy-up	01626693	creation
dump	02229986	possession
dun	01806967	emotion
dung	00503704	change
dunk	01579924	contact
dupe	00856586	communication
duplex	00587234	change
duplicate	01738383	creation
dusk	00313357	change
dust	01246915	contact
dwarf	02702148	stative
dwell	00706015	cognition
dwell-on	02646310	stative
dwindle	00268567	change
dwindle-away	00268567	change
dwindle-down	00268567	change
dye	00283850	change
dyke	01590739	contact
dynamise	00552917	change
dynamite	00308201	change
dynamize	00552917	change
e-mail	01034323	communication
eagle	01601558	contact
earmark	00726112	cognition
earn	02294200	possession
earth	02151420	perception
earth-up	01480518	contact
ease	01838155	motion
ease-off	00156293	change
ease-up	01852407	motion
eat	01170802	consumption
eat-at	00276052	change
eat-away	00275523	change
eat-in	01169871	consumption
eat-into	01777746	emotion
eat-on	01770125	emotion
eat-out	01169974	consumption
eat-up	01199335	consumption
eavesdrop	02194160	perception
ebb	01907928	motion
ebb-away	01907928	motion
ebb-down	01907928	motion
ebb-off	01907928	motion
ebb-out	01907928	motion
ebonise	00287093	change
ebonize	00287093	change
echo	00959711	communication
eclipse	02750155	stative
economise	02362227	possession
economize	02273988	possession
eddy	02051599	motion
edge	02076429	motion
edge-in	02021789	motion
edge-up	02021789	motion
edify	00993417	communication
edit	00200761	change
edit-out	00202086	change
editorialise	01029933	communication
editorialize	01029933	communication
educate	02392628	social
educe	01634074	creation
edulcorate	02199916	perception
eff	01429048	contact
efface	00312120	change
effect	01646466	creation
effectuate	01646466	creation
effeminise	00567399	change
effeminize	00567399	change
effervesce	00520443	change
effloresce	00295284	change
effuse	02073716	motion
egest	00072742	body
egg	01510900	contact
egg-on	01233274	contact
egotrip	02377252	social
egress	00530070	change
ejaculate	00983976	communication
eject	01471205	contact
eke-out	02347576	possession
elaborate	00957633	communication
elapse	02076777	motion
elate	01815703	emotion
elbow	01877935	motion
elect	02405902	social
electioneer	02419603	social
electrify	01834740	emotion
electrocute	02490724	social
electroplate	01398436	contact
elegise	01707185	creation
elegize	01707185	creation
elevate	02402779	social
elicit	01763170	emotion
elide	00617112	cognition
eliminate	00472642	change
elocute	00771225	communication
elongate	00319617	change
elope	02078114	motion
elucidate	00941888	communication
elude	02078305	motion
elute	01273027	contact
emaciate	00390077	change
email	01034323	communication
emanate	00547272	change
emancipate	02503049	social
emasculate	00543033	change
embalm	02231763	possession
embank	02717250	stative
embargo	02499525	social
embark	01983476	motion
embark-on	01654152	creation
embarrass	01796126	emotion
embattle	02371744	possession
embed	01531609	contact
embellish	00958437	communication
embezzle	02297496	possession
embitter	01777456	emotion
emblazon	01700543	creation
embody	02704285	stative
embolden	01821905	emotion
emboss	01534053	contact
embower	01392864	contact
embrace	02635874	stative
embrangle	00403738	change
embrittle	00506701	change
embrocate	00085379	body
embroider	01671502	creation
embroil	02683607	stative
embrown	00312762	change
emcee	02598553	social
emend	00208319	change
emerge	00424924	change
emigrate	00417060	change
emit	00105087	body
emote	01776727	emotion
empale	01446945	contact
empanel	02478126	social
empathise	00595453	cognition
empathize	00595453	cognition
emphasise	01016618	communication
emphasize	01015376	communication
emplace	01499482	contact
emplane	02022117	motion
employ	01161188	consumption
empower	02479404	social
empty	00450647	change
empurple	00285848	change
emulate	02681512	stative
emulsify	00501915	change
enable	00513958	change
enact	02432763	social
enamel	01685618	creation
enamor	01810472	emotion
enamour	01810472	emotion
encamp	02660091	stative
encapsulate	01590905	contact
encase	01488938	contact
enchain	01291064	contact
enchant	01821281	emotion
encipher	00996121	communication
encircle	01525496	contact
enclose	01583316	contact
enclothe	00047662	body
encode	00995937	communication
encompass	02635874	stative
encore	00756358	communication
encounter	02026953	motion
encourage	02560630	social
encrimson	00536141	change
encroach	01997384	motion
encroach-upon	02023568	motion
encrust	01264192	contact
encrypt	00996121	communication
encumber	01303637	contact
end	02615799	stative
end-up	00353212	change
endanger	02702962	stative
endear	01811137	emotion
endeavor	02536865	social
endeavour	02536865	social
endorse	02459338	social
endow	02479662	social
endue	02479662	social
endure	00670017	cognition
energise	00560179	change
energize	00022679	body
enervate	00390527	change
enfeeble	00390309	change
enfeoff	02368370	possession
enfilade	02694499	stative
enfold	01583316	contact
enforce	02565990	social
enfranchise	02482558	social
engage	02380222	social
engender	01652566	creation
engild	01686996	creation
engineer	00713379	cognition
englut	01195632	consumption
engorge	01195632	consumption
engraft	01533466	contact
engrave	01324555	contact
engross	00602438	cognition
engulf	00602438	cognition
enhance	00230031	change
enjoin	00798501	communication
enjoy	01824240	emotion
enkindle	02767330	weather
enlace	01520294	contact
enlarge	00154586	change
enlighten	00993417	communication
enlist	01099603	competition
enliven	01816687	emotion
enmesh	01465969	contact
ennoble	02552573	social
enounce	00980581	communication
enplane	02022117	motion
enquire	00899241	communication
enrage	01799899	emotion
enrapture	01821281	emotion
enrich	00171599	change
enrobe	01337884	contact
enrol	02476750	social
enroll	02476750	social
ensconce	01496276	contact
enshrine	01485588	contact
enshroud	01585121	contact
ensile	02288042	possession
ensky	00862864	communication
enslave	02502345	social
ensnare	02584093	social
ensnarl	01465969	contact
ensue	02640346	stative
ensure	00892111	communication
entail	02641270	stative
entangle	02684097	stative
enter	02020375	motion
enter-upon	02217428	possession
entertain	02497847	social
enthral	01821281	emotion
enthrall	01821281	emotion
enthrone	02391530	social
enthuse	01834134	emotion
entice	00784574	communication
entitle	02452235	social
entomb	02461925	social
entrain	01983638	motion
entrance	01810472	emotion
entrap	02584093	social
entreat	00761702	communication
